id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
352,Strark,ios web,Referral,1/18/16,2/2/16,NA,,,NA,NA
353,Berton,android web,Paid,1/1/16,1/1/16,NA,,,NA,NA
354,Strark,android web,Referral,1/5/16,1/9/16,NA,,,NA,NA
355,Berton,other,Organic,1/24/16,1/24/16,NA,,,NA,NA
356,Berton,mac,Paid,1/5/16,NA,NA,,,NA,NA
357,Strark,android web,Referral,1/12/16,1/16/16,NA,,,NA,NA
358,Strark,android web,Paid,1/4/16,1/5/16,NA,,,NA,NA
359,Strark,android web,Referral,1/2/16,1/21/16,NA,,,NA,NA
360,Berton,android web,Paid,1/21/16,1/22/16,NA,,,NA,NA
361,Berton,android web,Organic,1/2/16,NA,NA,,,NA,NA
362,Strark,ios web,Referral,1/30/16,NA,NA,,,NA,NA
363,Strark,windows,Organic,1/5/16,1/6/16,1/6/16,Infiniti,Q50,2014,1/7/16
364,Strark,other,Paid,1/11/16,1/20/16,1/26/16,Audi,A4,2008,NA
365,Strark,ios web,Referral,1/10/16,1/20/16,2/3/16,Toyota,Camry,2016,2/6/16
366,Strark,mac,Organic,1/17/16,1/17/16,NA,,,NA,NA
367,Berton,other,Paid,1/26/16,1/31/16,1/31/16,Honda,Accord,2015,NA
368,Strark,mac,Referral,1/24/16,1/31/16,NA,,,NA,NA
369,Berton,android web,Organic,1/25/16,1/27/16,NA,,,NA,NA
370,Berton,windows,Paid,1/16/16,2/4/16,NA,,,NA,NA
371,Berton,windows,Organic,1/19/16,1/19/16,1/19/16,Lexus,ES,2011,1/30/16
372,Strark,other,Paid,1/16/16,2/19/16,NA,,,NA,NA
373,Strark,android web,Referral,1/25/16,1/30/16,2/6/16,Subaru,Impreza,2004,NA
374,Berton,,Organic,1/29/16,2/1/16,NA,,,NA,NA
375,Strark,ios web,Referral,1/27/16,1/28/16,1/28/16,Scion,xB,2004,2/3/16
376,Berton,mac,Paid,1/16/16,2/15/16,2/19/16,Volkswagen,Jetta,2015,NA
377,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
378,Berton,mac,Paid,1/7/16,NA,NA,,,NA,NA
379,Berton,ios web,Referral,1/6/16,1/7/16,1/12/16,Ford,Fiesta,2013,1/22/16
380,Berton,android web,Organic,1/4/16,1/4/16,NA,,,NA,NA
381,Berton,android web,Paid,1/27/16,2/3/16,NA,,,NA,NA
382,Strark,android web,Referral,1/27/16,1/30/16,2/11/16,Toyota,Prius V,2013,NA
383,Strark,windows,Referral,1/4/16,1/7/16,NA,,,NA,NA
384,Strark,ios web,Referral,1/10/16,1/18/16,1/26/16,Toyota,Camry,2014,NA
385,Wrouver,ios web,Referral,1/29/16,2/3/16,2/8/16,Volkswagen,Jetta,2014,2/12/16
386,Berton,windows,Organic,1/6/16,1/6/16,NA,,,NA,NA
387,Strark,ios web,Organic,1/2/16,1/26/16,NA,,,NA,NA
388,Strark,ios web,Referral,1/25/16,1/26/16,NA,,,NA,NA
389,Strark,android web,Paid,1/30/16,NA,NA,,,NA,NA
390,Strark,,Organic,1/29/16,NA,NA,,,NA,NA
391,Strark,windows,Organic,1/21/16,2/18/16,NA,,,NA,NA
392,Strark,,Organic,1/26/16,NA,NA,,,NA,NA
393,Berton,ios web,Referral,1/14/16,2/9/16,NA,,,NA,NA
394,Strark,android web,Paid,1/1/16,1/4/16,NA,,,NA,NA
395,Strark,android web,Organic,1/8/16,NA,NA,,,NA,NA
396,Strark,android web,Organic,1/4/16,NA,NA,,,NA,NA
397,Strark,mac,Paid,1/3/16,1/7/16,NA,,,NA,NA
398,Strark,android web,Referral,1/11/16,2/13/16,2/25/16,Honda,Ridgeline,2006,NA
399,Strark,android web,Referral,1/3/16,1/7/16,1/12/16,BMW,5-series,2007,NA
400,Berton,other,Organic,1/13/16,2/1/16,2/13/16,Honda,Accord,2015,NA
401,Strark,ios web,Referral,1/14/16,1/14/16,1/16/16,Kia,Optima,2015,NA
402,Berton,android web,Organic,1/11/16,1/11/16,1/12/16,Honda,Accord,2012,NA
403,Berton,ios web,Organic,1/16/16,2/1/16,NA,,,NA,NA
404,Berton,mac,Paid,1/2/16,1/11/16,NA,,,NA,NA
405,Berton,android web,Paid,1/18/16,2/17/16,NA,,,NA,NA
406,Strark,android web,Organic,1/22/16,1/27/16,NA,,,NA,NA
407,Strark,android web,Organic,1/6/16,1/11/16,NA,,,NA,NA
408,Strark,windows,Organic,1/5/16,1/8/16,1/10/16,Honda,Pilot,2015,1/9/16
409,Strark,,Organic,1/21/16,2/3/16,NA,,,NA,NA
410,Berton,ios web,Paid,1/4/16,NA,NA,,,NA,NA
411,Strark,windows,Organic,1/20/16,NA,NA,,,NA,NA
412,Strark,other,Organic,1/20/16,1/23/16,1/24/16,Toyota,RAV4,2015,NA
413,Berton,windows,Referral,1/3/16,1/6/16,NA,,,NA,NA
414,Strark,ios web,Referral,1/20/16,1/23/16,NA,,,NA,NA
415,Wrouver,windows,Paid,1/14/16,1/19/16,1/20/16,Toyota,Camry,2007,1/21/16
416,Berton,ios web,Paid,1/15/16,1/16/16,NA,,,NA,NA
417,Strark,windows,Referral,1/11/16,NA,NA,,,NA,NA
418,Berton,mac,Organic,1/2/16,NA,NA,,,NA,NA
419,Berton,android web,Referral,1/20/16,1/20/16,NA,,,NA,NA
420,Strark,windows,Organic,1/15/16,2/22/16,NA,,,NA,NA
421,Strark,mac,Referral,1/16/16,2/3/16,2/5/16,Toyota,Prius,2015,2/10/16
422,Wrouver,mac,Paid,1/28/16,NA,NA,,,NA,NA
423,Berton,ios web,Referral,1/7/16,1/27/16,NA,,,NA,NA
424,Berton,mac,Organic,1/2/16,1/26/16,NA,,,NA,NA
425,Strark,windows,Paid,1/2/16,1/5/16,1/12/16,Toyota,Sienna,2011,1/17/16
426,Berton,mac,Paid,1/8/16,1/16/16,1/17/16,Nissan,Versa,2011,NA
427,Strark,ios web,Referral,1/23/16,1/24/16,1/25/16,Honda,Accord,2009,1/29/16
428,Berton,ios web,Paid,1/5/16,NA,NA,,,NA,NA
429,Strark,windows,Paid,1/18/16,1/18/16,1/31/16,Ford,Fusion,2014,2/2/16
430,Berton,,Referral,1/8/16,NA,NA,,,NA,NA
431,Strark,ios web,Paid,1/30/16,2/8/16,NA,,,NA,NA
432,Strark,mac,Referral,1/7/16,1/7/16,1/9/16,Infiniti,Q50,2014,1/9/16
433,Strark,windows,Organic,1/21/16,2/15/16,NA,,,NA,NA
434,Strark,ios web,Paid,1/9/16,1/15/16,NA,,,NA,NA
435,Strark,ios web,Referral,1/5/16,1/15/16,1/16/16,Toyota,Prius,2013,1/16/16
436,Strark,android web,Referral,1/8/16,1/19/16,1/30/16,Toyota,Camry,2007,NA
437,Berton,android web,Referral,1/14/16,1/31/16,NA,,,NA,NA
438,Strark,ios web,Organic,1/4/16,1/13/16,NA,,,NA,NA
439,Berton,android web,Referral,1/26/16,2/19/16,NA,,,NA,NA
440,Berton,windows,Paid,1/22/16,2/2/16,NA,,,NA,NA
441,Strark,mac,Organic,1/2/16,NA,NA,,,NA,NA
442,Berton,android web,Referral,1/29/16,1/29/16,1/30/16,Buick,Regal,2002,1/30/16
443,Berton,android web,Referral,1/15/16,2/18/16,2/19/16,Dodge,Caravan,2003,NA
444,Wrouver,mac,Paid,1/20/16,1/20/16,1/21/16,Mercedes-Benz,E-Class,2008,1/25/16
445,Berton,other,Paid,1/19/16,2/7/16,NA,,,NA,NA
446,Strark,ios web,Referral,1/5/16,1/30/16,NA,,,NA,NA
447,Strark,ios web,Organic,1/20/16,1/20/16,NA,,,NA,NA
448,Berton,ios web,Referral,1/25/16,1/29/16,2/8/16,Volkswagen,Jetta,2013,2/9/16
449,Strark,ios web,Referral,1/15/16,1/25/16,NA,,,NA,NA
450,Strark,,Organic,1/22/16,1/26/16,NA,,,NA,NA
451,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
452,Berton,ios web,Referral,1/21/16,1/23/16,1/27/16,Chevrolet,Cruze,2013,NA
453,Berton,android web,Paid,1/25/16,1/27/16,2/1/16,Nissan,Rogue,2012,NA
454,Berton,ios web,Referral,1/12/16,1/12/16,2/27/16,Ford,Fusion,2016,NA
455,Strark,windows,Paid,1/25/16,NA,NA,,,NA,NA
456,Strark,ios web,Referral,1/12/16,2/3/16,NA,,,NA,NA
457,Berton,ios web,Referral,1/18/16,1/21/16,NA,,,NA,NA
458,Strark,mac,Organic,1/26/16,2/26/16,NA,,,NA,NA
459,Berton,mac,Paid,1/4/16,NA,NA,,,NA,NA
460,Strark,,Organic,1/30/16,2/7/16,NA,,,NA,NA
461,Strark,android web,Paid,1/29/16,NA,NA,,,NA,NA
462,Wrouver,,Organic,1/30/16,2/2/16,2/2/16,Chrysler,200,2016,NA
463,Berton,android web,Referral,1/20/16,2/6/16,NA,,,NA,NA
464,Berton,ios web,Paid,1/1/16,1/11/16,NA,,,NA,NA
465,Strark,android web,Paid,1/9/16,1/9/16,NA,,,NA,NA
466,Berton,android web,Paid,1/25/16,NA,NA,,,NA,NA
467,Strark,android web,Paid,1/4/16,2/1/16,NA,,,NA,NA
468,Strark,android web,Paid,1/13/16,2/8/16,NA,,,NA,NA
469,Berton,android web,Paid,1/16/16,NA,NA,,,NA,NA
470,Strark,mac,Paid,1/30/16,2/2/16,2/3/16,Ford,Focus,2015,2/6/16
471,Berton,other,Referral,1/5/16,1/19/16,NA,,,NA,NA
472,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
473,Strark,windows,Paid,1/7/16,1/20/16,2/21/16,Volvo,S80,2001,NA
474,Berton,android web,Referral,1/14/16,1/14/16,NA,,,NA,NA
475,Berton,mac,Paid,1/14/16,2/1/16,NA,,,NA,NA
476,Berton,windows,Paid,1/30/16,2/5/16,NA,,,NA,NA
477,Strark,windows,Paid,1/1/16,1/4/16,1/26/16,Nissan,Versa,2010,NA
478,Strark,windows,Referral,1/7/16,NA,NA,,,NA,NA
479,Wrouver,mac,Paid,1/5/16,NA,NA,,,NA,NA
480,Strark,android web,Paid,1/21/16,1/21/16,NA,,,NA,NA
481,Berton,mac,Paid,1/5/16,1/24/16,1/25/16,Buick,Enclave,2011,1/26/16
482,Strark,windows,Referral,1/8/16,1/10/16,NA,,,NA,NA
483,Strark,mac,Paid,1/14/16,2/17/16,NA,,,NA,NA
484,Strark,windows,Organic,1/17/16,1/17/16,1/22/16,Ford,Fusion,2016,1/23/16
485,Berton,other,Referral,1/20/16,1/22/16,1/23/16,Hyundai,Sonata,2011,1/31/16
486,Berton,android web,Paid,1/30/16,2/2/16,NA,,,NA,NA
487,Strark,ios web,Paid,1/21/16,1/25/16,NA,,,NA,NA
488,Strark,android web,Paid,1/20/16,1/31/16,NA,,,NA,NA
489,Strark,android web,Referral,1/1/16,1/19/16,NA,,,NA,NA
490,Strark,android web,Referral,1/9/16,1/14/16,1/19/16,Honda,Civic,2015,2/3/16
491,Strark,android web,Paid,1/13/16,1/14/16,NA,,,NA,NA
492,Strark,android web,Paid,1/15/16,2/6/16,NA,,,NA,NA
493,Berton,android web,Referral,1/10/16,NA,NA,,,NA,NA
494,Berton,ios web,Organic,1/14/16,NA,NA,,,NA,NA
495,Strark,windows,Organic,1/5/16,NA,NA,,,NA,NA
496,Berton,ios web,Organic,1/8/16,1/22/16,2/12/16,Toyota,Sienna,2005,NA
497,Strark,android web,Referral,1/29/16,1/29/16,2/12/16,Nissan,Altima,2015,2/24/16
498,Strark,android web,Paid,1/12/16,1/23/16,1/28/16,Dodge,Nitro,2011,NA
499,Berton,other,Organic,1/26/16,1/28/16,2/21/16,Chevrolet,Cavalier,2004,NA
500,Berton,ios web,Organic,1/2/16,2/18/16,2/24/16,Toyota,Camry,2000,NA
501,Wrouver,android web,Paid,1/22/16,NA,NA,,,NA,NA
502,Strark,android web,Referral,1/30/16,2/2/16,2/3/16,Nissan,Altima,2015,NA
503,Strark,,Referral,1/23/16,NA,NA,,,NA,NA
504,Strark,mac,Organic,1/18/16,2/1/16,NA,,,NA,NA
505,Berton,android web,Referral,1/28/16,1/28/16,1/28/16,Toyota,Avalon,2007,1/29/16
506,Strark,ios web,Referral,1/13/16,2/1/16,2/29/16,Dodge,Charger,2012,NA
507,Berton,ios web,Paid,1/2/16,NA,NA,,,NA,NA
508,Berton,ios web,Referral,1/21/16,1/29/16,2/7/16,Toyota,Camry,2009,NA
509,Strark,android web,Paid,1/20/16,1/20/16,1/25/16,Nissan,Pathfinder,2007,2/9/16
510,Strark,mac,Referral,1/21/16,3/9/16,NA,,,NA,NA
511,Berton,android web,Paid,1/30/16,NA,NA,,,NA,NA
512,Strark,ios web,Paid,1/22/16,1/22/16,NA,,,NA,NA
513,Berton,windows,Referral,1/11/16,1/16/16,2/4/16,Ford,Escape,2003,2/3/16
514,Strark,ios web,Organic,1/28/16,2/3/16,NA,,,NA,NA
515,Berton,android web,Paid,1/23/16,1/28/16,NA,,,NA,NA
516,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
517,Strark,android web,Organic,1/17/16,1/31/16,NA,,,NA,NA
518,Wrouver,android web,Paid,1/30/16,2/5/16,NA,,,NA,NA
519,Strark,ios web,Referral,1/1/16,1/15/16,1/27/16,Nissan,Murano,2009,NA
520,Strark,ios web,Referral,1/21/16,1/21/16,1/24/16,Nissan,Sentra,2004,1/29/16
521,Strark,ios web,Referral,1/16/16,1/16/16,1/20/16,Honda,Accord,2004,1/21/16
522,Strark,ios web,Referral,1/12/16,1/14/16,1/14/16,Toyota,Corolla,2003,1/15/16
523,Berton,android web,Paid,1/26/16,NA,NA,,,NA,NA
524,Strark,,Referral,1/2/16,2/14/16,NA,,,NA,NA
525,Strark,windows,Paid,1/20/16,1/20/16,NA,,,NA,NA
526,Berton,windows,Paid,1/8/16,NA,NA,,,NA,NA
527,Strark,other,Organic,1/2/16,1/7/16,2/4/16,Dodge,Avenger,2012,NA
528,Strark,ios web,Referral,1/6/16,1/6/16,1/6/16,Toyota,Prius V,2014,NA
529,Strark,windows,Organic,1/25/16,1/26/16,1/27/16,Kia,Sportage,2016,2/3/16
530,Strark,mac,Paid,1/30/16,1/30/16,1/30/16,Honda,HR-V,2016,2/5/16
531,Strark,android web,Paid,1/24/16,2/21/16,NA,,,NA,NA
532,Strark,other,Organic,1/23/16,1/28/16,2/4/16,Hyundai,Elantra,2014,2/21/16
533,Berton,ios web,Paid,1/10/16,1/30/16,NA,,,NA,NA
534,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
535,Strark,other,Paid,1/15/16,1/20/16,NA,,,NA,NA
536,Wrouver,ios web,Paid,1/18/16,1/27/16,NA,,,NA,NA
537,Strark,other,Paid,1/7/16,1/8/16,1/23/16,Ford,Fusion,2013,NA
538,Berton,mac,Organic,1/1/16,NA,NA,,,NA,NA
539,Strark,,Organic,1/17/16,NA,NA,,,NA,NA
540,Berton,other,Paid,1/25/16,2/4/16,NA,,,NA,NA
541,Strark,other,Organic,1/25/16,2/6/16,NA,,,NA,NA
542,Wrouver,other,Paid,1/13/16,2/15/16,NA,,,NA,NA
543,Berton,ios web,Organic,1/12/16,1/13/16,NA,,,NA,NA
544,Berton,mac,Referral,1/8/16,1/13/16,1/30/16,Kia,Soul,2013,2/1/16
545,Berton,ios web,Paid,1/6/16,1/22/16,NA,,,NA,NA
546,Berton,ios web,Referral,1/4/16,1/6/16,NA,,,NA,NA
547,Berton,windows,Paid,1/27/16,2/13/16,2/23/16,Honda,Accord,2002,NA
548,Strark,ios web,Paid,1/26/16,2/14/16,NA,,,NA,NA
549,Berton,android web,Paid,1/7/16,1/18/16,NA,,,NA,NA
550,Strark,mac,Organic,1/6/16,NA,NA,,,NA,NA
551,Strark,android web,Referral,1/10/16,1/13/16,1/17/16,Nissan,Maxima,2014,1/23/16
552,Strark,windows,Paid,1/14/16,1/14/16,1/15/16,Honda,Odyssey,2015,1/15/16
553,Strark,android web,Paid,1/17/16,1/18/16,1/18/16,Dodge,Avenger,2014,NA
554,Berton,,Referral,1/2/16,NA,NA,,,NA,NA
555,Strark,windows,Paid,1/28/16,2/19/16,NA,,,NA,NA
556,Berton,ios web,Paid,1/22/16,1/22/16,1/22/16,Hyundai,Elantra,2014,2/5/16
557,Strark,ios web,Organic,1/21/16,2/2/16,NA,,,NA,NA
558,Wrouver,android web,Organic,1/13/16,2/5/16,2/14/16,Buick,Lucerne,2009,NA
559,Berton,mac,Paid,1/18/16,1/21/16,NA,,,NA,NA
560,Berton,android web,Paid,1/9/16,1/13/16,NA,,,NA,NA
561,Strark,android web,Referral,1/5/16,1/5/16,1/5/16,Toyota,Sienna,2013,1/16/16
562,Strark,windows,Paid,1/11/16,1/17/16,1/19/16,Kia,Forte,2012,NA
563,Strark,ios web,Paid,1/18/16,1/24/16,1/24/16,Toyota,Prius,2015,2/11/16
564,Strark,windows,Paid,1/3/16,1/19/16,2/27/16,Kia,Optima,2015,NA
565,Strark,other,Paid,1/23/16,1/29/16,NA,,,NA,NA
566,Strark,ios web,Organic,1/12/16,1/25/16,1/27/16,Toyota,Prius,2010,2/9/16
567,Strark,,Referral,1/23/16,1/24/16,1/26/16,BMW,5-series,2009,NA
568,Berton,android web,Paid,1/28/16,2/5/16,NA,,,NA,NA
569,Strark,ios web,Referral,1/3/16,1/7/16,1/6/16,Honda,Accord,2015,1/10/16
570,Strark,android web,Referral,1/9/16,1/14/16,NA,,,NA,NA
571,Berton,,Referral,1/24/16,1/24/16,NA,,,NA,NA
572,Berton,other,Paid,1/13/16,2/8/16,NA,,,NA,NA
573,Strark,,Referral,1/6/16,NA,NA,,,NA,NA
574,Berton,ios web,Paid,1/6/16,1/17/16,NA,,,NA,NA
575,Berton,ios web,Organic,1/14/16,2/1/16,NA,,,NA,NA
576,Strark,,Organic,1/23/16,1/25/16,NA,,,NA,NA
577,Wrouver,,Organic,1/23/16,NA,NA,,,NA,NA
578,Strark,ios web,Paid,1/28/16,2/17/16,NA,,,NA,NA
579,Berton,android web,Organic,1/1/16,1/14/16,1/17/16,Toyota,Camry,2013,NA
580,Strark,android web,Organic,1/1/16,NA,NA,,,NA,NA
581,Berton,mac,Organic,1/5/16,2/14/16,NA,,,NA,NA
582,Strark,,Referral,1/10/16,1/13/16,NA,,,NA,NA
583,Strark,other,Organic,1/21/16,1/23/16,1/22/16,Chevrolet,Impala,2013,1/23/16
584,Strark,windows,Paid,1/21/16,2/4/16,NA,,,NA,NA
585,Strark,ios web,Paid,1/1/16,NA,NA,,,NA,NA
586,Strark,android web,Paid,1/9/16,1/12/16,1/17/16,Nissan,Murano,2009,NA
587,Strark,,Referral,1/10/16,1/11/16,NA,,,NA,NA
588,Strark,,Referral,1/20/16,2/2/16,NA,,,NA,NA
589,Strark,,Organic,1/20/16,1/20/16,NA,,,NA,NA
590,Strark,windows,Referral,1/25/16,2/21/16,2/22/16,Honda,Civic,2004,NA
591,Strark,ios web,Paid,1/22/16,1/24/16,NA,,,NA,NA
592,Berton,android web,Paid,1/20/16,1/21/16,NA,,,NA,NA
593,Wrouver,ios web,Paid,1/23/16,1/23/16,NA,,,NA,NA
594,Strark,ios web,Paid,1/11/16,1/15/16,NA,,,NA,NA
595,Berton,android web,Paid,1/20/16,2/12/16,NA,,,NA,NA
596,Strark,ios web,Organic,1/21/16,1/24/16,NA,,,NA,NA
597,Berton,other,Paid,1/30/16,2/8/16,NA,,,NA,NA
598,Strark,,Organic,1/23/16,NA,NA,,,NA,NA
599,Berton,ios web,Referral,1/2/16,2/3/16,2/9/16,Toyota,Prius V,2015,NA
600,Berton,ios web,Referral,1/21/16,1/24/16,1/24/16,Mazda,CX-9,2009,2/6/16
601,Wrouver,ios web,Paid,1/17/16,NA,NA,,,NA,NA
602,Strark,android web,Paid,1/11/16,1/17/16,1/21/16,Chevrolet,Malibu,2012,NA
603,Strark,android web,Referral,1/10/16,1/12/16,1/15/16,Nissan,Altima,2005,1/14/16
604,Berton,mac,Organic,1/23/16,1/26/16,1/28/16,Toyota,Corolla,2014,NA
605,Berton,ios web,Organic,1/25/16,2/3/16,NA,,,NA,NA
606,Strark,android web,Paid,1/22/16,2/15/16,NA,,,NA,NA
607,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
608,Strark,ios web,Paid,1/4/16,1/4/16,NA,,,NA,NA
609,Strark,windows,Referral,1/26/16,2/2/16,2/3/16,Honda,Accord,2012,2/22/16
610,Wrouver,,Organic,1/21/16,NA,NA,,,NA,NA
611,Berton,mac,Paid,1/11/16,1/22/16,NA,,,NA,NA
612,Strark,android web,Paid,1/29/16,2/1/16,NA,,,NA,NA
613,Berton,ios web,Paid,1/27/16,NA,NA,,,NA,NA
614,Strark,windows,Organic,1/27/16,2/5/16,NA,,,NA,NA
615,Berton,ios web,Paid,1/18/16,NA,NA,,,NA,NA
616,Berton,ios web,Referral,1/5/16,1/5/16,1/6/16,BMW,3-series,2008,1/13/16
617,Strark,mac,Paid,1/23/16,1/24/16,NA,,,NA,NA
618,Strark,ios web,Referral,1/20/16,1/26/16,NA,,,NA,NA
619,Berton,android web,Organic,1/5/16,1/17/16,NA,,,NA,NA
620,Strark,mac,Referral,1/6/16,1/8/16,1/12/16,Toyota,Prius V,2010,NA
621,Strark,windows,Referral,1/30/16,1/30/16,2/1/16,Toyota,Corolla,2013,2/23/16
622,Strark,android web,Referral,1/20/16,1/30/16,NA,,,NA,NA
623,Berton,ios web,Paid,1/6/16,1/11/16,NA,,,NA,NA
624,Berton,android web,Paid,1/10/16,2/24/16,NA,,,NA,NA
625,Berton,android web,Organic,1/27/16,1/29/16,NA,,,NA,NA
626,Strark,other,Paid,1/27/16,2/11/16,NA,,,NA,NA
627,Strark,ios web,Paid,1/2/16,1/4/16,NA,,,NA,NA
628,Strark,ios web,Paid,1/2/16,1/12/16,2/2/16,Acura,MDX,2007,NA
629,Berton,ios web,Paid,1/16/16,NA,NA,,,NA,NA
630,Strark,android web,Organic,1/4/16,2/5/16,NA,,,NA,NA
631,Strark,other,Organic,1/11/16,1/11/16,1/12/16,Mercedes-Benz,E-Class,2009,1/12/16
632,Berton,ios web,Referral,1/5/16,1/8/16,NA,,,NA,NA
633,Strark,ios web,Organic,1/16/16,1/31/16,NA,,,NA,NA
634,Strark,ios web,Organic,1/5/16,1/7/16,1/13/16,Infiniti,FX,2008,NA
635,Strark,ios web,Paid,1/16/16,1/21/16,NA,,,NA,NA
636,Strark,,Organic,1/28/16,1/28/16,NA,,,NA,NA
637,Berton,ios web,Organic,1/15/16,1/21/16,NA,,,NA,NA
638,Berton,android web,Paid,1/24/16,1/27/16,NA,,,NA,NA
639,Berton,android web,Paid,1/29/16,2/18/16,NA,,,NA,NA
640,Berton,mac,Referral,1/7/16,1/7/16,1/9/16,Ford,Focus,2005,1/10/16
641,Strark,ios web,Paid,1/25/16,2/1/16,NA,,,NA,NA
642,Strark,ios web,Paid,1/25/16,1/26/16,2/1/16,Ford,Escape,2004,2/4/16
643,Strark,android web,Referral,1/2/16,1/5/16,2/7/16,Kia,Forte,2016,NA
644,Strark,ios web,Organic,1/2/16,1/22/16,NA,,,NA,NA
645,Strark,android web,Paid,1/28/16,2/5/16,NA,,,NA,NA
646,Berton,windows,Paid,1/21/16,2/11/16,2/11/16,Jeep,Cherokee,2016,NA
647,Strark,windows,Referral,1/8/16,1/9/16,1/24/16,Chrysler,Town and Country,2014,1/31/16
648,Berton,other,Organic,1/11/16,1/29/16,NA,,,NA,NA
649,Berton,windows,Referral,1/2/16,1/13/16,1/14/16,Toyota,Corolla,2016,1/14/16
650,Wrouver,android web,Paid,1/28/16,NA,NA,,,NA,NA
651,Berton,windows,Referral,1/4/16,1/6/16,1/15/16,Kia,Optima,2015,NA
652,Strark,,Referral,1/2/16,NA,NA,,,NA,NA
653,Berton,android web,Paid,1/4/16,2/4/16,NA,,,NA,NA
654,Strark,,Organic,1/16/16,1/17/16,1/27/16,Toyota,Camry,2015,NA
655,Strark,,Organic,1/9/16,2/5/16,NA,,,NA,NA
656,Wrouver,windows,Paid,1/1/16,1/3/16,NA,,,NA,NA
657,Berton,windows,Paid,1/1/16,1/2/16,NA,,,NA,NA
658,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
659,Berton,,Referral,1/30/16,NA,NA,,,NA,NA
660,Strark,other,Organic,1/25/16,2/6/16,NA,,,NA,NA
661,Strark,ios web,Paid,1/18/16,2/18/16,NA,,,NA,NA
662,Strark,android web,Referral,1/16/16,1/16/16,NA,,,NA,NA
663,Strark,android web,Referral,1/26/16,2/16/16,2/20/16,Toyota,Prius V,2010,NA
664,Berton,ios web,Paid,1/1/16,1/1/16,NA,,,NA,NA
665,Strark,other,Organic,1/14/16,2/1/16,2/24/16,Hyundai,Genesis,2012,NA
666,Strark,android web,Organic,1/6/16,1/23/16,NA,,,NA,NA
667,Strark,windows,Paid,1/20/16,1/23/16,2/9/16,Toyota,Highlander,2010,NA
668,Berton,ios web,Paid,1/22/16,2/7/16,1/31/16,Lincoln,Town Car,2011,2/3/16
669,Berton,ios web,Organic,1/9/16,NA,NA,,,NA,NA
670,Berton,ios web,Referral,1/22/16,1/27/16,NA,,,NA,NA
671,Strark,windows,Paid,1/18/16,NA,NA,,,NA,NA
672,Strark,mac,Paid,1/23/16,NA,NA,,,NA,NA
673,Strark,mac,Referral,1/27/16,1/29/16,NA,,,NA,NA
674,Berton,windows,Paid,1/5/16,1/6/16,NA,,,NA,NA
675,Strark,,Referral,1/5/16,NA,NA,,,NA,NA
676,Berton,ios web,Paid,1/28/16,2/1/16,NA,,,NA,NA
677,Wrouver,windows,Organic,1/13/16,NA,NA,,,NA,NA
678,Berton,android web,Referral,1/11/16,1/12/16,NA,,,NA,NA
679,Strark,ios web,Paid,1/30/16,2/13/16,NA,,,NA,NA
680,Strark,ios web,Referral,1/13/16,1/30/16,NA,,,NA,NA
681,Strark,ios web,Paid,1/29/16,1/29/16,NA,,,NA,NA
682,Strark,,Organic,1/27/16,2/13/16,NA,,,NA,NA
683,Strark,ios web,Referral,1/11/16,NA,NA,,,NA,NA
684,Strark,other,Paid,1/16/16,1/21/16,NA,,,NA,NA
685,Wrouver,windows,Paid,1/28/16,1/29/16,1/29/16,Honda,Accord,2007,2/9/16
686,Strark,other,Organic,1/18/16,1/20/16,1/21/16,Toyota,Prius,2013,1/25/16
687,Berton,ios web,Paid,1/1/16,1/30/16,NA,,,NA,NA
688,Berton,ios web,Paid,1/1/16,NA,NA,,,NA,NA
689,Wrouver,android web,Referral,1/21/16,1/27/16,1/30/16,Hyundai,Accent,2013,1/30/16
690,Strark,,Organic,1/26/16,NA,NA,,,NA,NA
691,Wrouver,other,Paid,1/26/16,2/7/16,NA,,,NA,NA
692,Strark,ios web,Referral,1/20/16,1/27/16,2/20/16,Volkswagen,Passat,2000,NA
693,Strark,android web,Referral,1/29/16,2/7/16,NA,,,NA,NA
694,Berton,windows,Organic,1/8/16,1/24/16,NA,,,NA,NA
695,Berton,,Referral,1/2/16,NA,NA,,,NA,NA
696,Strark,,Referral,1/9/16,1/24/16,NA,,,NA,NA
697,Berton,,Referral,1/2/16,NA,NA,,,NA,NA
698,Berton,windows,Referral,1/13/16,1/24/16,NA,,,NA,NA
699,Wrouver,ios web,Referral,1/16/16,2/7/16,NA,,,NA,NA
700,Strark,ios web,Referral,1/23/16,2/2/16,2/4/16,Toyota,Camry,2005,2/4/16
701,Wrouver,other,Referral,1/30/16,2/21/16,NA,,,NA,NA
702,Strark,windows,Organic,1/26/16,2/3/16,NA,,,NA,NA
703,Wrouver,android web,Paid,1/3/16,2/9/16,NA,,,NA,NA
704,Berton,windows,Organic,1/2/16,2/24/16,NA,,,NA,NA
705,Strark,android web,Referral,1/23/16,NA,NA,,,NA,NA
